"pcp-dstat 6.3.7 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","server1",,,,"User:","admin"
"Cmdline:","dstat -cdnmg --top-cpu --top-io --top-mem --output dstat.csv 3",,,,"Date:","02 Jul 2025 17:19:20 UTC"
"total usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"paging",,"most expensive cpu process",,"most expensive I/O process",,,"most expensive memory process",
1.000,0.500,97.751,0,0.250,0,0,36110.246,126220.860,7943560,6436484,2916,1603216,0,0,"memory cache",0.500,"python3",42177.287,282.002,"Core app process",734384
1.500,0.250,98.246,0,1.500,0,0,21231.216,73879.272,7943560,6436484,2916,1603216,0,0,"memory cache",0.500,"python3",42178.443,283.990,"Core app process",733652
2.250,1.250,96.735,0,0.750,0,23.996,20766.707,60785.361,7943556,6436484,2916,1603220,0,0,"db",0.250,"python3",43362.124,281.955,"Core app process",733888
0.750,0,98.227,0,2.000,0,0,25310.032,80858.934,7944312,6435728,2916,1603220,0,0,"Core app process",0.250,"python3",42349.014,283.933,"Core app process",733580
1.500,0,97.253,0,2.000,0,0,30986.832,116025.116,7944564,6435476,2916,1603220,0,0,"Core app process",0.250,"python3",42371.138,291.008,"Core app process",733784
2.000,0.750,97.253,0,1.250,0,0,44692.155,148193.831,7944564,6435476,2916,1603220,0,0,"Core app process",0.500,"python3",42360.095,282.007,"Core app process",734432
1.251,0.500,98.306,0,3.752,0,0,19143.945,49156.103,7944564,6435476,2916,1603220,0,0,"Core app process",0.500,"python3",42383.231,289.165,"Core app process",734356
1.000,0,97.732,0.250,1.000,0,246.954,23529.647,65716.842,7945572,6434468,2916,1603220,0,0,"memory cache",0.500,"python3",42346.166,288.947,"Core app process",733744
1.500,0.500,97.751,0,1.250,0,0,35596.250,107688.756,7946580,6433460,2916,1603220,0,0,"python3",0.500,"python3",42353.297,282.002,"Core app process",733884
1.250,0.250,97.752,0,1.500,0,0,41488.953,127742.934,7947588,6432452,2916,1603220,0,0,"db",0.250,"python3",42367.973,284.007,"Core app process",734036
4.000,1.000,94.747,0.250,1.750,0,6555.824,31067.166,113458.955,7960440,6419600,2916,1603220,0,0,"db",0.500,"python3",42354.863,288.992,"Core app process",734204
0.500,0.250,98.749,0,2.000,0,0,16961.848,47721.573,7960436,6419600,2916,1603224,0,0,"memory cache",0.250,"python3",42352.621,281.997,"Core app process",734720
0.750,0.500,98.241,0,1.250,0,0,20466.126,67839.787,7960436,6419600,2916,1603224,0,0,"Core app process",0.250,"python3",42355.121,281.974,"Core app process",733940
1.500,0.500,97.480,0,0.750,0,0,34590.799,111366.816,7960436,6419600,2916,1603224,0,0,"python3",0.500,"python3",42365.180,281.941,"Core app process",734444
1.250,0.750,97.781,0,2.751,0,0,30385.619,115454.549,7960436,6419600,2916,1603224,0,0,"containerd",0.250,"python3",42363.411,282.089,"Core app process",733996
1.751,0.500,97.528,0,2.501,0,0,39906.445,131367.677,7960688,6419348,2916,1603224,0,0,"Core app process",1.000,"python3",42362.150,282.081,"Core app process",734140
25.493,0.750,73.729,0,0.500,0,0,12577.357,29259.524,7963224,6416812,2916,1603224,0,0,"Core app process",24.743,"python3",42353.731,283.918,"Core app process",752420
25.492,0.250,73.226,0,0.750,0,275.911,18367.100,44131.824,7963204,6416812,2916,1603244,0,0,"Core app process",24.992,"python3",42337.401,286.908,"Core app process",752548
25.750,0.250,72.500,0,0.250,0,64.000,26717.849,75895.572,7963708,6416308,2916,1603244,0,0,"Core app process",25.000,"python3",42369.761,283.998,"Core app process",752676
26.501,0.500,72.753,0,0.750,0,0,22164.971,61576.698,7963960,6416056,2916,1603244,0,0,"Core app process",25.001,"python3",42351.855,282.012,"Core app process",752804
22.244,1.500,75.228,0,1.250,0,0,2810884.370,3015667.676,7963372,6416640,2916,1603248,0,0,"Core app process",21.244,"python3",42349.862,279.920,"Core app process",748812
1.499,0.500,97.676,0,1.499,0,0,22628.826,72320.114,7965808,6414204,2916,1603248,0,0,"Pronghorn Autom",0.999,"python3",42331.873,290.779,"Core app process",748812
1.250,0.500,97.970,0,2.249,0,0,23609.709,68814.749,7965636,6414372,2916,1603252,0,0,"python3",0.500,"python3",42341.924,281.913,"Core app process",748092
1.000,0.500,97.971,0,0,0,35.990,31856.707,107238.717,7965636,6414372,2916,1603252,0,0,"db",0.250,"python3",42354.644,281.918,"Core app process",748092
1.000,0.500,97.754,0,1.500,0,0,24029.088,87887.978,7965888,6414120,2916,1603252,0,0,"db",0.250,"python3",42361.918,282.013,"Core app process",748604
1.751,0.750,97.561,0,0.750,0,0,41233.824,140082.733,7965888,6414120,2916,1603252,0,0,"Core app process",0.750,"python3",42390.549,282.177,"Core app process",748732
1.000,0.250,97.534,0,0.250,0,0,26880.349,89455.114,7965888,6414120,2916,1603252,0,0,"Core app process",0.500,"python3",42383.742,282.098,"Core app process",748732
1.999,0.500,97.969,0,1.250,0,0,25434.914,72071.087,7965884,6414120,2916,1603256,0,0,"Core app process",0.250,"python3",42346.537,281.910,"Core app process",748988
1.250,0.750,98.001,0,1.750,0,0,34178.442,104691.355,7966108,6413896,2916,1603256,0,0,"Core app process",0.250,"python3",42360.548,289.004,"Core app process",750012
1.250,0.500,97.994,0,1.750,0,4.000,26940.467,73177.835,7966108,6413896,2916,1603256,0,0,"Core app process",0.250,"python3",42351.590,281.984,"Core app process",751548
2.001,0.250,97.282,0,0.750,0,0,36355.835,134577.808,7966108,6413896,2916,1603256,0,0,"Core app process",0.250,"python3",42382.796,284.092,"Core app process",753340
1.750,0.250,98.253,0,1.500,0,0,28980.831,97662.800,7967116,6412888,2916,1603256,0,0,"db",0.250,"python3",42354.214,282.008,"Core app process",754364
1.749,0.500,98.218,0,1.749,0,0,28508.853,73000.579,7979968,6400036,2916,1603256,0,0,"memory cache",0.500,"python3",42344.414,290.907,"Core app process",756028
1.750,0,98.020,0,1.500,0,0,28877.986,94245.537,7981228,6398776,2916,1603256,0,0,"rcu_preempt",0.250,"python3",42371.783,282.058,"Core app process",757180
0.750,0.250,98.534,0,2.501,0,0,15081.227,57279.854,7961572,6418432,2916,1603256,0,0,"Core app process",0.250,"python3",42365.684,282.098,"Core app process",736348
2.501,0.500,96.530,0,0.750,0,0,44360.697,151064.643,7961376,6418628,2916,1603256,0,0,"Core app process",0.500,"python3",42358.078,282.087,"Core app process",735476
1.749,0,97.471,0,4.749,0,0,31505.683,103401.422,7961500,6418504,2916,1603256,0,0,"Core app process",0.500,"python3",42341.479,281.917,"Core app process",743148
1.749,0.250,98.205,0,3.498,0,0,32955.856,84269.275,7961696,6418308,2916,1603256,0,0,"Core app process",0.250,"python3",42319.553,283.870,"Core app process",744428
1.250,0.250,97.714,0,1.499,0,63.977,31366.499,90354.871,7961192,6418812,2916,1603256,0,0,"containerd-shim",0.250,"python3",42362.468,288.894,"Core app process",744684
0.500,0.250,98.278,0,0.500,0,0,25583.237,70828.035,7961192,6418812,2916,1603256,0,0,"Core app process",0.250,"python3",42372.986,291.082,"Core app process",744684
1.250,0.500,97.721,0,1.749,0,0,34299.755,125560.495,7961192,6418812,2916,1603256,0,0,"Core app process",0.500,"python3",42343.352,281.916,"Core app process",744684
1.250,0.750,97.779,0,1.751,0,0,29580.897,104441.413,7961192,6418812,2916,1603256,0,0,"db",0.250,"python3",42366.743,282.085,"Core app process",744684
0.500,0.750,98.254,0,2.000,0,0,22642.955,71315.008,7961444,6418560,2916,1603256,0,0,"python3",0.500,"python3",42356.787,289.012,"Core app process",739432
1.000,0.500,98.215,0,3.249,0,15.994,28828.832,94467.680,7961944,6418056,2916,1603260,0,0,"memory cache",0.250,"python3",42337.067,283.900,"Core app process",738336
1.000,0,98.294,0,1.751,0,0,16231.263,57945.928,7961944,6418056,2916,1603260,0,0,"Core app process",0.250,"python3",42372.960,282.126,"Core app process",738472
2.000,0.250,96.752,0,2.750,0,0,42809.695,143178.326,7962448,6417552,2916,1603260,0,0,"Core app process",0.750,"python3",42368.688,282.005,"Core app process",739048
1.250,0,97.741,0,3.000,0,0,32075.941,103618.119,7962700,6417300,2916,1603260,0,0,"Core app process",0.500,"python3",42349.962,283.973,"Core app process",739068
2.000,0.250,97.999,0,1.000,0,0,24740.668,74590.999,7962952,6417048,2916,1603260,0,0,"Core app process",0.500,"python3",42357.432,281.996,"Core app process",738400
0.750,0.500,97.976,0,1.000,0,0,33035.956,95434.761,7963960,6416040,2916,1603260,0,0,"docker-proxy",0.250,"python3",42349.688,288.930,"Core app process",738696
1.250,0.250,98.750,0,2.500,0,0,24886.050,64980.131,7963960,6416040,2916,1603260,0,0,"docker-proxy",0.250,"python3",42352.085,289.001,"Core app process",738736
1.000,0.750,97.775,0,2.251,0,0,34382.952,119725.173,7961944,6418056,2916,1603260,0,0,"Core app process",0.250,"python3",42388.037,289.075,"Core app process",738760
8.500,1.000,90.752,0,1.250,0,0,29092.671,101849.349,7963624,6416376,2916,1603260,0,0,"Pronghorn Autom",7.000,"python3",42346.977,282.007,"Core app process",740040
1.502,0.250,98.129,0,1.502,0,0,23394.821,76905.317,7961188,6418812,2916,1603260,0,0,"Core app process",0.250,"python3",42407.869,282.372,"Core app process",738552
1.000,0.750,98.218,0,1.749,0,0,29308.505,96800.641,7965716,6414280,2916,1603264,0,0,"memory cache",0.500,"python3",42340.284,288.906,"Core app process",738936
0.750,0,98.266,0,2.250,0,8.001,18608.953,64402.219,7965712,6414280,2916,1603268,0,0,"db",0.250,"python3",42368.723,282.045,"Core app process",739260
1.998,0.499,97.140,0,1.748,0,0,42053.515,139720.233,7965712,6414280,2916,1603268,0,0,"Core app process",0.499,"python3",42317.217,283.680,"Core app process",739184
0.750,0.250,97.223,0,0.750,0,0,28879.021,101236.030,7959096,6420896,2916,1603268,0,0,"Core app process",0.500,"python3",42339.302,283.922,"Core app process",736568
1.000,0.250,98.278,0,4.251,0,0,25168.226,70890.353,7957332,6422660,2916,1603268,0,0,"Core app process",0.500,"python3",42184.111,284.082,"Core app process",737208
1.500,0.750,97.251,0.250,2.000,0,64.001,35872.380,104025.103,7958096,6421896,2916,1603268,0,0,"Core app process",0.250,"python3",42374.449,289.003,"Core app process",737776
2.250,0.750,98.002,0,1.500,0,0,28592.676,75107.776,7958600,6421392,2916,1603268,0,0,"docker-proxy",0.500,"python3",42381.002,282.007,"Core app process",738288
1.501,0.250,97.538,0,2.001,0,0,35854.129,123812.791,7959104,6420888,2916,1603268,0,0,"memory cache",0.500,"python3",42378.700,282.111,"Core app process",738416
1.751,0.750,97.780,0,3.501,0,0,24068.505,90755.297,7960364,6419628,2916,1603268,0,0,"db",0.250,"python3",42367.210,289.090,"Core app process",739568
5.250,1.750,91.751,0,1.500,0,36.000,20038.178,67288.599,7979012,6400980,2916,1603268,0,0,"Core app process",0.500,"python3",43550.387,282.003,"Core app process",732240
1.500,0.250,98.001,0,3.000,0,4.000,32504.294,100782.913,7977500,6402492,2916,1603268,0,0,"docker-proxy",0.500,"python3",42523.385,282.003,"Core app process",731492
1.750,0.250,98.501,0,0.500,0,4.000,20684.220,75886.806,7976992,6402996,2916,1603272,0,0,"memory cache",0.500,"python3",42537.452,289.003,"Core app process",731648
2.250,0.250,96.986,0,1.250,0,0,44152.714,143441.579,7972708,6407280,2916,1603272,0,0,"Core app process",0.750,"python3",42519.947,281.960,"Core app process",731188
1.250,0.500,97.501,0,2.750,0,0,27505.367,94119.255,7971448,6408540,2916,1603272,0,0,"Core app process",0.250,"python3",42542.567,289.004,"Core app process",731568
1.750,0.750,98.268,0,1.250,0,0,22297.177,61985.612,7971448,6408540,2916,1603272,0,0,"Core app process",0.250,"python3",42545.970,282.053,"Core app process",731580
1.000,0.750,98.001,0,1.000,0,0,35446.313,98380.870,7970692,6409296,2916,1603272,0,0,"python3",0.500,"python3",42535.376,289.003,"Core app process",731056
1.250,0,97.999,0,2.250,0,0,29863.808,84245.459,7970692,6409296,2916,1603272,0,0,"python3",0.500,"python3",42535.727,279.998,"Core app process",732084
1.750,0.500,97.251,0.250,0.750,0,16.000,37436.512,131789.804,7970692,6409296,2916,1603272,0,0,"db",0.750,"python3",42542.582,289.004,"Core app process",731216
1.000,0,98.038,0,1.000,0,4.002,23663.116,91391.207,7970692,6409296,2916,1603272,0,0,"memory cache",0.500,"python3",42555.394,282.109,"Core app process",731376
1.250,0.500,98.772,0,2.000,0,0,15743.485,53967.946,7969180,6410808,2916,1603272,0,0,"rcu_preempt",0.250,"python3",42547.418,289.064,"Core app process",731656
1.250,0.250,98.244,0,0.750,0,4.000,35127.985,89662.857,7967668,6412320,2916,1603272,0,0,"Core app process",0.250,"python3",42526.561,281.984,"Core app process",731336
0.750,0.500,98.252,0,0.750,0,0,19440.410,70703.492,7975732,6404256,2916,1603272,0,0,"Core app process",0.250,"python3",42549.898,291.006,"Core app process",731792
1.500,0.500,97.251,0,2.500,0,0,49377.443,170577.529,7975732,6404256,2916,1603272,0,0,"Core app process",0.750,"python3",42526.381,282.003,"Core app process",732684
1.250,0.250,97.748,0,2.250,0,0,26158.536,94196.330,7966876,6413112,2916,1603272,0,0,"Core app process",0.500,"python3",42541.246,283.995,"Core app process",739212
1.501,0,98.057,0,2.001,0,0,24291.009,64747.341,7967352,6412636,2916,1603272,0,0,"Core app process",0.500,"python3",42556.543,289.167,"Core app process",739468
1.500,0,97.782,0,1.751,0,168.055,33470.929,74634.370,7967352,6412636,2916,1603272,0,0,"Core app process",0.500,"python3",42555.895,289.094,"Core app process",740108
1.501,0.500,97.566,0,0.500,0,0,28432.189,82628.767,7967348,6412636,2916,1603276,0,0,"Core app process",0.250,"python3",42581.739,284.192,"Core app process",735468
1.751,0.250,97.280,0,2.001,0,0,43419.499,157156.859,7967152,6412832,2916,1603276,0,0,"python3",0.500,"python3",42555.230,282.088,"Core app process",734372
1.751,0.750,96.528,0,0.500,0,0,26307.589,94492.260,7964492,6415492,2916,1603276,0,0,"Pronghorn Autom",1.000,"python3",42547.274,280.081,"Core app process",734932
1.000,0.500,98.720,0,2.249,0,0,17680.716,56109.232,7964492,6415492,2916,1603276,0,0,"python3",0.250,"python3",42516.294,281.916,"Core app process",734844
1.500,0,98.252,0,1.250,0,0,30906.596,77817.500,7964240,6415744,2916,1603276,0,0,"Core app process",0.250,"python3",42545.820,282.005,"Core app process",734692
1.000,0,98.223,0,1.999,0,3.999,22423.944,74681.832,7964240,6415744,2916,1603276,0,0,"python3",0.500,"python3",42519.518,288.922,"Core app process",734848
2.499,0.500,96.724,0,1.250,0,0,49453.652,174296.956,7964236,6415744,2916,1603280,0,0,"Core app process",0.500,"python3",42523.522,283.923,"Core app process",735164
0.750,0.500,97.767,0,1.750,0,0,28636.096,96623.196,7964236,6415744,2916,1603280,0,0,"Core app process",0.500,"python3",42536.570,282.050,"Core app process",734492
1.750,0.250,98.001,0,2.250,0,0,24505.233,66150.629,7964232,6415744,2916,1603284,0,0,"Core app process",0.500,"python3",42535.405,284.003,"Core app process",734524
0.500,0.250,97.807,0,1.501,0,4.002,26341.448,66769.156,7964232,6415744,2916,1603284,0,0,"python3",0.500,"python3",42565.962,289.170,"Core app process",734048
1.501,0.250,98.284,0,1.000,0,4.001,28175.617,81947.969,7964232,6415744,2916,1603284,0,0,"db",0.250,"python3",42551.523,282.096,"Core app process",734048
2.001,0.500,97.287,0,1.751,0,0,40265.156,149654.329,7964232,6415744,2916,1603284,0,0,"Core app process",0.250,"python3",42550.016,282.106,"Core app process",734576
1.250,0.500,98.513,0,2.000,0,0,25791.458,95906.860,7964232,6415744,2916,1603284,0,0,"python3",0.500,"python3",42560.707,282.038,"Core app process",734476
1.250,0,97.997,0,1.250,0,0,17507.514,63520.235,7964232,6415744,2916,1603284,0,0,"db",0.250,"python3",42530.818,281.992,"Core app process",734236
1.750,0.750,97.752,0,1.500,0,0,36584.866,120692.855,7964232,6415744,2916,1603284,0,0,"memory cache",0.500,"python3",42539.006,282.007,"Core app process",733904
2.500,0.500,98.500,0,2.000,0,0,21129.952,71901.835,7964232,6415744,2916,1603284,0,0,"Core app process",0.250,"python3",42531.903,281.999,"Core app process",734296
4.249,0.750,93.981,0.250,2.500,0,6718.667,50177.041,170162.228,7967256,6412720,2916,1603284,0,0,"memory cache",0.750,"python3",42530.559,288.943,"Core app process",735428
0.750,0,98.500,0,1.750,0,0,18626.089,48160.230,7956852,6423124,2916,1603284,0,0,"Core app process",0.500,"python3",42552.204,284.001,"Core app process",737724
1.500,0.250,97.749,0,1.000,0,0,22587.836,69310.496,7957104,6422872,2916,1603284,0,0,"memory cache",0.500,"python3",42531.691,283.998,"Core app process",738492
2.000,0,97.250,0,1.500,0,64.000,39702.064,118510.191,7956852,6423124,2916,1603284,0,0,"Core app process",0.500,"python3",42539.068,289.000,"Core app process",739772
1.250,0,98.022,0,3.001,0,0,28372.473,82874.907,7956852,6423124,2916,1603284,0,0,"memory cache",0.250,"python3",42541.706,291.066,"Core app process",740540
1.500,0,97.250,0,2.000,0,0,42910.157,153754.562,7956600,6423376,2916,1603284,0,0,"Core app process",0.250,"python3",42530.155,282.001,"Core app process",740540
1.000,0.250,98.749,0,0.750,0,0,13425.886,44245.624,7956600,6423376,2916,1603284,0,0,"memory cache",0.500,"python3",42528.638,283.998,"Core app process",741564
1.249,0.500,97.702,0,1.749,0,0,17663.398,63680.989,7956600,6423376,2916,1603284,0,0,"Core app process",0.250,"python3",42505.301,281.863,"Core app process",734180
1.500,0.250,97.719,0,1.250,0,0,35120.859,119592.062,7956600,6423376,2916,1603284,0,0,"Core app process",0.250,"python3",42533.507,281.911,"Core app process",733188
0.750,0.500,98.031,0,1.751,0,0,22831.143,75241.541,7956600,6423376,2916,1603284,0,0,"Core app process",0.250,"python3",42536.309,282.088,"Core app process",733752
2.499,0.750,96.972,0,1.749,0,0,49406.576,170216.305,7956592,6423376,2916,1603292,0,0,"Core app process",0.500,"python3",42526.584,281.918,"Core app process",733456


"Host:","selab-ip6-dev",,,,"User:","ec2-user"
"Cmdline:","dstat -cdnmg --top-cpu --top-io --top-mem --output dstat.csv 3",,,,"Date:","03 Jul 2025 15:00:40 UTC"
"total usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"paging",,"most expensive cpu process",,"most expensive I/O process",,,"most expensive memory process",
"total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","dsk/total:read","dsk/total:writ","net/total:recv","net/total:send","used","free","buf","cach","in","out","cmd","cpu","cmd","read","write","cmd","rss"
,,,8212144,6146428,2916,1624436,,,,,"Core app process",803040
7.494,0.500,91.924,0,1.749,0,15.987,53702.878,121072.528,8170832,6187732,2916,1624444,0,0,"Pronghorn Autom",5.495,"python3",43049.631,283.767,"Core app process",808428
20.014,1.251,77.553,0,1.251,0,4.003,16346395.511,382569.925,8164308,6194256,2916,1624444,0,0,"Core app process",16.261,"python3",43118.521,284.195,"Core app process",815656
4.254,0.500,94.829,0,2.752,0,0,10709438.934,204135.015,8151352,6207212,2916,1624444,0,0,"Core app process",1.501,"python3",43132.712,291.241,"Core app process",813180
2.503,0.751,96.104,0,2.753,0,4.004,5337920.085,107099.690,8161324,6197236,2916,1624448,0,0,"Core app process",1.502,"python3",43140.601,289.313,"Core app process",811696
1.001,0.500,97.834,0,2.752,0,0,33789.866,111178.977,8155388,6203172,2916,1624448,0,0,"Core app process",0.250,"python3",43123.840,284.243,"Core app process",814280
